2025 01 08 00 00 00	1012.29
2025 01 08 00 01 00	1012.28
2025 01 08 00 02 00	1012.27
2025 01 08 00 03 00	1012.28
2025 01 08 00 04 00	1012.29
2025 01 08 00 05 00	1012.33
2025 01 08 00 06 00	1012.37
2025 01 08 00 07 00	1012.37
2025 01 08 00 08 00	1012.37
2025 01 08 00 09 00	1012.37
2025 01 08 00 10 00	1012.40
2025 01 08 00 11 00	1012.39
2025 01 08 00 12 00	1012.38
2025 01 08 00 13 00	1012.38
2025 01 08 00 14 00	1012.39
2025 01 08 00 15 00	1012.42
2025 01 08 00 16 00	1012.41
2025 01 08 00 17 00	1012.46
2025 01 08 00 18 00	1012.46
2025 01 08 00 19 00	1012.48
2025 01 08 00 20 00	1012.51
2025 01 08 00 21 00	1012.52
2025 01 08 00 22 00	1012.53
2025 01 08 00 23 00	1012.54
2025 01 08 00 24 00	1012.56
2025 01 08 00 25 00	1012.57
2025 01 08 00 26 00	1012.58
2025 01 08 00 27 00	1012.58
2025 01 08 00 28 00	1012.61
2025 01 08 00 29 00	1012.62
2025 01 08 00 30 00	1012.63
2025 01 08 00 31 00	1012.63
2025 01 08 00 32 00	1012.61
2025 01 08 00 33 00	1012.59
2025 01 08 00 34 00	1012.55
2025 01 08 00 35 00	1012.55
2025 01 08 00 36 00	1012.54
2025 01 08 00 37 00	1012.53
2025 01 08 00 38 00	1012.54
2025 01 08 00 39 00	1012.54
2025 01 08 00 40 00	1012.52
2025 01 08 00 41 00	1012.52
2025 01 08 00 42 00	1012.49
2025 01 08 00 43 00	1012.50
2025 01 08 00 44 00	1012.50
2025 01 08 00 45 00	1012.53
2025 01 08 00 46 00	1012.54
2025 01 08 00 47 00	1012.53
2025 01 08 00 48 00	1012.54
2025 01 08 00 49 00	1012.50
2025 01 08 00 50 00	1012.45
2025 01 08 00 51 00	1012.43
2025 01 08 00 52 00	1012.43
2025 01 08 00 53 00	1012.41
2025 01 08 00 54 00	1012.35
2025 01 08 00 55 00	1012.35
2025 01 08 00 56 00	1012.34
2025 01 08 00 57 00	1012.39
2025 01 08 00 58 00	1012.40
2025 01 08 00 59 00	1012.47
2025 01 08 01 00 00	1012.55
2025 01 08 01 01 00	1012.64
2025 01 08 01 02 00	1012.70
2025 01 08 01 03 00	1012.70
2025 01 08 01 04 00	1012.70
2025 01 08 01 05 00	1012.66
2025 01 08 01 06 00	1012.65
2025 01 08 01 07 00	1012.62
2025 01 08 01 08 00	1012.59
2025 01 08 01 09 00	1012.54
2025 01 08 01 10 00	1012.57
2025 01 08 01 11 00	1012.61
2025 01 08 01 12 00	1012.64
2025 01 08 01 13 00	1012.67
2025 01 08 01 14 00	1012.70
2025 01 08 01 15 00	1012.74
2025 01 08 01 16 00	1012.81
2025 01 08 01 17 00	1012.83
2025 01 08 01 18 00	1012.85
2025 01 08 01 19 00	1012.85
2025 01 08 01 20 00	1012.86
2025 01 08 01 21 00	1012.87
2025 01 08 01 22 00	1012.92
2025 01 08 01 23 00	1012.95
2025 01 08 01 24 00	1012.96
2025 01 08 01 25 00	1012.95
2025 01 08 01 26 00	1012.92
2025 01 08 01 27 00	1012.92
2025 01 08 01 28 00	1012.90
2025 01 08 01 29 00	1012.94
2025 01 08 01 30 00	1012.95
2025 01 08 01 31 00	1012.96
2025 01 08 01 32 00	1012.96
2025 01 08 01 33 00	1012.94
2025 01 08 01 34 00	1012.94
2025 01 08 01 35 00	1012.90
2025 01 08 01 36 00	1012.87
2025 01 08 01 37 00	1012.87
2025 01 08 01 38 00	1012.88
2025 01 08 01 39 00	1012.91
2025 01 08 01 40 00	1012.96
2025 01 08 01 41 00	1012.99
2025 01 08 01 42 00	1013.02
2025 01 08 01 43 00	1013.02
2025 01 08 01 44 00	1012.98
2025 01 08 01 45 00	1012.92
2025 01 08 01 46 00	1012.87
2025 01 08 01 47 00	1012.87
2025 01 08 01 48 00	1012.88
2025 01 08 01 49 00	1012.89
2025 01 08 01 50 00	1012.90
2025 01 08 01 51 00	1012.91
2025 01 08 01 52 00	1012.89
2025 01 08 01 53 00	1012.86
2025 01 08 01 54 00	1012.82
2025 01 08 01 55 00	1012.79
2025 01 08 01 56 00	1012.78
2025 01 08 01 57 00	1012.79
2025 01 08 01 58 00	1012.81
2025 01 08 01 59 00	1012.84
2025 01 08 02 00 00	1012.86
2025 01 08 02 01 00	1012.86
2025 01 08 02 02 00	1012.86
2025 01 08 02 03 00	1012.83
2025 01 08 02 04 00	1012.79
2025 01 08 02 05 00	1012.74
2025 01 08 02 06 00	1012.71
2025 01 08 02 07 00	1012.73
2025 01 08 02 08 00	1012.73
2025 01 08 02 09 00	1012.74
2025 01 08 02 10 00	1012.74
2025 01 08 02 11 00	1012.74
2025 01 08 02 12 00	1012.76
2025 01 08 02 13 00	1012.74
2025 01 08 02 14 00	1012.73
2025 01 08 02 15 00	1012.72
2025 01 08 02 16 00	1012.71
2025 01 08 02 17 00	1012.68
2025 01 08 02 18 00	1012.68
2025 01 08 02 19 00	1012.69
2025 01 08 02 20 00	1012.72
2025 01 08 02 21 00	1012.75
2025 01 08 02 22 00	1012.76
2025 01 08 02 23 00	1012.75
2025 01 08 02 24 00	1012.74
2025 01 08 02 25 00	1012.74
2025 01 08 02 26 00	1012.74
2025 01 08 02 27 00	1012.78
2025 01 08 02 28 00	1012.81
2025 01 08 02 29 00	1012.83
2025 01 08 02 30 00	1012.85
2025 01 08 02 31 00	1012.85
2025 01 08 02 32 00	1012.87
2025 01 08 02 33 00	1012.91
2025 01 08 02 34 00	1012.93
2025 01 08 02 35 00	1012.95
2025 01 08 02 36 00	1012.97
2025 01 08 02 37 00	1012.96
2025 01 08 02 38 00	1012.94
2025 01 08 02 39 00	1012.92
2025 01 08 02 40 00	1012.91
2025 01 08 02 41 00	1012.95
2025 01 08 02 42 00	1012.95
2025 01 08 02 43 00	1012.96
2025 01 08 02 44 00	1012.94
2025 01 08 02 45 00	1012.92
2025 01 08 02 46 00	1012.92
2025 01 08 02 47 00	1012.90
2025 01 08 02 48 00	1012.88
2025 01 08 02 49 00	1012.89
2025 01 08 02 50 00	1012.89
2025 01 08 02 51 00	1012.88
2025 01 08 02 52 00	1012.86
2025 01 08 02 53 00	1012.87
2025 01 08 02 54 00	1012.85
2025 01 08 02 55 00	1012.79
2025 01 08 02 56 00	1012.75
2025 01 08 02 57 00	1012.72
2025 01 08 02 58 00	1012.72
2025 01 08 02 59 00	1012.71
2025 01 08 03 00 00	1012.71
2025 01 08 03 01 00	1012.70
2025 01 08 03 02 00	1012.73
2025 01 08 03 03 00	1012.75
2025 01 08 03 04 00	1012.77
2025 01 08 03 05 00	1012.79
2025 01 08 03 06 00	1012.80
2025 01 08 03 07 00	1012.82
2025 01 08 03 08 00	1012.82
2025 01 08 03 09 00	1012.82
2025 01 08 03 10 00	1012.82
2025 01 08 03 11 00	1012.82
2025 01 08 03 12 00	1012.80
2025 01 08 03 13 00	1012.80
2025 01 08 03 14 00	1012.78
2025 01 08 03 15 00	1012.78
2025 01 08 03 16 00	1012.80
2025 01 08 03 17 00	1012.79
2025 01 08 03 18 00	1012.79
2025 01 08 03 19 00	1012.79
2025 01 08 03 20 00	1012.79
2025 01 08 03 21 00	1012.80
2025 01 08 03 22 00	1012.80
2025 01 08 03 23 00	1012.79
2025 01 08 03 24 00	1012.80
2025 01 08 03 25 00	1012.77
2025 01 08 03 26 00	1012.76
2025 01 08 03 27 00	1012.75
2025 01 08 03 28 00	1012.75
2025 01 08 03 29 00	1012.76
2025 01 08 03 30 00	1012.80
2025 01 08 03 31 00	1012.79
2025 01 08 03 32 00	1012.79
2025 01 08 03 33 00	1012.80
2025 01 08 03 34 00	1012.78
2025 01 08 03 35 00	1012.76
2025 01 08 03 36 00	1012.78
2025 01 08 03 37 00	1012.79
2025 01 08 03 38 00	1012.79
2025 01 08 03 39 00	1012.82
2025 01 08 03 40 00	1012.81
2025 01 08 03 41 00	1012.78
2025 01 08 03 42 00	1012.78
2025 01 08 03 43 00	1012.79
2025 01 08 03 44 00	1012.78
2025 01 08 03 45 00	1012.78
2025 01 08 03 46 00	1012.75
2025 01 08 03 47 00	1012.77
2025 01 08 03 48 00	1012.80
2025 01 08 03 49 00	1012.82
2025 01 08 03 50 00	1012.84
2025 01 08 03 51 00	1012.84
2025 01 08 03 52 00	1012.79
2025 01 08 03 53 00	1012.76
2025 01 08 03 54 00	1012.71
2025 01 08 03 55 00	1012.68
2025 01 08 03 56 00	1012.65
2025 01 08 03 57 00	1012.67
2025 01 08 03 58 00	1012.73
2025 01 08 03 59 00	1012.77
2025 01 08 04 00 00	1012.80
2025 01 08 04 01 00	1012.84
2025 01 08 04 02 00	1012.86
2025 01 08 04 03 00	1012.87
2025 01 08 04 04 00	1012.87
2025 01 08 04 05 00	1012.90
2025 01 08 04 06 00	1012.94
2025 01 08 04 07 00	1012.97
2025 01 08 04 08 00	1013.00
2025 01 08 04 09 00	1013.03
2025 01 08 04 10 00	1013.07
2025 01 08 04 11 00	1013.09
2025 01 08 04 12 00	1013.13
2025 01 08 04 13 00	1013.14
2025 01 08 04 14 00	1013.16
2025 01 08 04 15 00	1013.19
2025 01 08 04 16 00	1013.22
2025 01 08 04 17 00	1013.21
2025 01 08 04 18 00	1013.21
2025 01 08 04 19 00	1013.23
2025 01 08 04 20 00	1013.23
2025 01 08 04 21 00	1013.17
2025 01 08 04 22 00	1013.15
2025 01 08 04 23 00	1013.12
2025 01 08 04 24 00	1013.13
2025 01 08 04 25 00	1013.08
2025 01 08 04 26 00	1013.06
2025 01 08 04 27 00	1013.05
2025 01 08 04 28 00	1013.04
2025 01 08 04 29 00	1013.04
2025 01 08 04 30 00	1013.03
2025 01 08 04 31 00	1013.01
2025 01 08 04 32 00	1013.00
2025 01 08 04 33 00	1012.97
2025 01 08 04 34 00	1013.00
2025 01 08 04 35 00	1013.03
2025 01 08 04 36 00	1013.04
2025 01 08 04 37 00	1013.04
2025 01 08 04 38 00	1013.01
2025 01 08 04 39 00	1013.01
2025 01 08 04 40 00	1013.03
2025 01 08 04 41 00	1013.04
2025 01 08 04 42 00	1013.01
2025 01 08 04 43 00	1012.98
2025 01 08 04 44 00	1012.95
2025 01 08 04 45 00	1012.92
2025 01 08 04 46 00	1012.91
2025 01 08 04 47 00	1012.89
2025 01 08 04 48 00	1012.86
2025 01 08 04 49 00	1012.85
2025 01 08 04 50 00	1012.86
2025 01 08 04 51 00	1012.90
2025 01 08 04 52 00	1012.97
2025 01 08 04 53 00	1013.02
2025 01 08 04 54 00	1013.06
2025 01 08 04 55 00	1013.11
2025 01 08 04 56 00	1013.16
2025 01 08 04 57 00	1013.15
2025 01 08 04 58 00	1013.12
2025 01 08 04 59 00	1013.10
2025 01 08 05 00 00	1013.10
2025 01 08 05 01 00	1013.14
2025 01 08 05 02 00	1013.20
2025 01 08 05 03 00	1013.23
2025 01 08 05 04 00	1013.23
2025 01 08 05 05 00	1013.25
2025 01 08 05 06 00	1013.28
2025 01 08 05 07 00	1013.34
2025 01 08 05 08 00	1013.38
2025 01 08 05 09 00	1013.40
2025 01 08 05 10 00	1013.39
2025 01 08 05 11 00	1013.44
2025 01 08 05 12 00	1013.51
2025 01 08 05 13 00	1013.54
2025 01 08 05 14 00	1013.54
2025 01 08 05 15 00	1013.53
2025 01 08 05 16 00	1013.50
2025 01 08 05 17 00	1013.51
2025 01 08 05 18 00	1013.54
2025 01 08 05 19 00	1013.52
2025 01 08 05 20 00	1013.51
2025 01 08 05 21 00	1013.50
2025 01 08 05 22 00	1013.52
2025 01 08 05 23 00	1013.57
2025 01 08 05 24 00	1013.59
2025 01 08 05 25 00	1013.62
2025 01 08 05 26 00	1013.61
2025 01 08 05 27 00	1013.63
2025 01 08 05 28 00	1013.65
2025 01 08 05 29 00	1013.65
2025 01 08 05 30 00	1013.68
2025 01 08 05 31 00	1013.66
2025 01 08 05 32 00	1013.66
2025 01 08 05 33 00	1013.63
2025 01 08 05 34 00	1013.66
2025 01 08 05 35 00	1013.68
2025 01 08 05 36 00	1013.68
2025 01 08 05 37 00	1013.72
2025 01 08 05 38 00	1013.73
2025 01 08 05 39 00	1013.79
2025 01 08 05 40 00	1013.85
2025 01 08 05 41 00	1013.86
2025 01 08 05 42 00	1013.85
2025 01 08 05 43 00	1013.82
2025 01 08 05 44 00	1013.79
2025 01 08 05 45 00	1013.79
2025 01 08 05 46 00	1013.76
2025 01 08 05 47 00	1013.75
2025 01 08 05 48 00	1013.76
2025 01 08 05 49 00	1013.74
2025 01 08 05 50 00	1013.72
2025 01 08 05 51 00	1013.73
2025 01 08 05 52 00	1013.77
2025 01 08 05 53 00	1013.83
2025 01 08 05 54 00	1013.89
2025 01 08 05 55 00	1013.93
2025 01 08 05 56 00	1013.93
2025 01 08 05 57 00	1013.96
2025 01 08 05 58 00	1013.99
2025 01 08 05 59 00	1014.02
2025 01 08 06 00 00	1013.99
