2025 01 03 20 01 00	1019.38
2025 01 03 20 02 00	1019.41
2025 01 03 20 03 00	1019.42
2025 01 03 20 04 00	1019.43
2025 01 03 20 05 00	1019.44
2025 01 03 20 06 00	1019.46
2025 01 03 20 07 00	1019.46
2025 01 03 20 08 00	1019.46
2025 01 03 20 09 00	1019.47
2025 01 03 20 10 00	1019.48
2025 01 03 20 11 00	1019.50
2025 01 03 20 12 00	1019.49
2025 01 03 20 13 00	1019.49
2025 01 03 20 14 00	1019.49
2025 01 03 20 15 00	1019.50
2025 01 03 20 16 00	1019.48
2025 01 03 20 17 00	1019.46
2025 01 03 20 18 00	1019.46
2025 01 03 20 19 00	1019.43
2025 01 03 20 20 00	1019.42
2025 01 03 20 21 00	1019.41
2025 01 03 20 22 00	1019.41
2025 01 03 20 23 00	1019.43
2025 01 03 20 24 00	1019.44
2025 01 03 20 25 00	1019.44
2025 01 03 20 26 00	1019.43
2025 01 03 20 27 00	1019.43
2025 01 03 20 28 00	1019.45
2025 01 03 20 29 00	1019.46
2025 01 03 20 30 00	1019.49
