2025 01 18 00 00 00	1033.21
2025 01 18 00 01 00	1033.28
2025 01 18 00 02 00	1033.35
2025 01 18 00 03 00	1033.23
2025 01 18 00 04 00	1033.24
2025 01 18 00 05 00	1033.27
2025 01 18 00 06 00	1033.31
2025 01 18 00 07 00	1033.15
2025 01 18 00 08 00	1033.25
2025 01 18 00 09 00	1033.27
2025 01 18 00 10 00	1033.29
2025 01 18 00 11 00	1033.25
2025 01 18 00 12 00	1033.24
2025 01 18 00 13 00	1033.27
2025 01 18 00 14 00	1033.35
2025 01 18 00 15 00	1033.20
2025 01 18 00 16 00	1033.19
2025 01 18 00 17 00	1033.21
2025 01 18 00 18 00	1033.29
2025 01 18 00 19 00	1033.18
2025 01 18 00 20 00	1033.35
2025 01 18 00 21 00	1033.38
2025 01 18 00 22 00	1033.30
2025 01 18 00 23 00	1033.22
2025 01 18 00 24 00	1033.25
2025 01 18 00 25 00	1033.38
2025 01 18 00 26 00	1033.35
2025 01 18 00 27 00	1033.34
2025 01 18 00 28 00	1033.37
2025 01 18 00 29 00	1033.43
2025 01 18 00 30 00	1033.35
2025 01 18 00 31 00	1033.40
2025 01 18 00 32 00	1033.43
2025 01 18 00 33 00	1033.30
2025 01 18 00 34 00	1033.34
2025 01 18 00 35 00	1033.36
2025 01 18 00 36 00	1033.34
2025 01 18 00 37 00	1033.37
2025 01 18 00 38 00	1033.30
2025 01 18 00 39 00	1033.33
2025 01 18 00 40 00	1033.36
2025 01 18 00 41 00	1033.10
2025 01 18 00 42 00	1033.15
2025 01 18 00 43 00	1033.30
2025 01 18 00 44 00	1033.23
2025 01 18 00 45 00	1033.13
2025 01 18 00 46 00	1033.35
2025 01 18 00 47 00	1033.26
2025 01 18 00 48 00	1033.14
2025 01 18 00 49 00	1033.13
2025 01 18 00 50 00	1033.21
2025 01 18 00 51 00	1033.21
2025 01 18 00 52 00	1033.15
2025 01 18 00 53 00	1033.28
2025 01 18 00 54 00	1033.36
2025 01 18 00 55 00	1033.33
2025 01 18 00 56 00	1033.40
2025 01 18 00 57 00	1033.35
2025 01 18 00 58 00	1033.35
2025 01 18 00 59 00	1033.36
2025 01 18 01 00 00	1033.29
2025 01 18 01 01 00	1033.33
2025 01 18 01 02 00	1033.33
2025 01 18 01 03 00	1033.18
2025 01 18 01 04 00	1033.08
2025 01 18 01 05 00	1032.95
2025 01 18 01 06 00	1033.10
2025 01 18 01 07 00	1032.98
2025 01 18 01 08 00	1033.11
2025 01 18 01 09 00	1032.99
2025 01 18 01 10 00	1033.09
2025 01 18 01 11 00	1033.07
2025 01 18 01 12 00	1033.09
2025 01 18 01 13 00	1033.04
2025 01 18 01 14 00	1033.11
2025 01 18 01 15 00	1033.15
2025 01 18 01 16 00	1033.09
2025 01 18 01 17 00	1032.99
2025 01 18 01 18 00	1032.96
2025 01 18 01 19 00	1032.86
2025 01 18 01 20 00	1032.88
2025 01 18 01 21 00	1033.04
2025 01 18 01 22 00	1032.97
2025 01 18 01 23 00	1032.93
2025 01 18 01 24 00	1032.86
2025 01 18 01 25 00	1032.71
2025 01 18 01 26 00	1032.69
